,Cluster,first_name,last_name,OffRtg,Floor%,DefRtg,NetRtg,TS%,eFG%,FTARate,3FGARate,OR%,DR%,BLK%,TOV%,AST%,STL%,USG%
158,3,Elfrid,Payton,112.33294063013584,0.3779661792761196,102.37401045672964,9.958930173406204,0.4974007561436673,0.4423558897243108,0.2756892230576441,0.03759398496240601,4.015868414801451,10.320729247625133,0.5760439961128738,16.901931649331353,31.946161915384522,2.5223716738214232,22.05996285730804
261,3,John,Wall,114.65257567148994,0.342777853621127,103.61100572701949,11.041569944470467,0.5414736958872959,0.4744152046783626,0.2470760233918129,0.08625730994152046,2.1088527373601345,11.90822502697884,1.7149825139339765,18.57498711561588,46.07059630564807,2.95176867761712,29.461480914091748
125,3,Ricky,Rubio,107.70066151188637,0.4124387095342758,100.9090080101444,6.791653501741947,0.5411644780236253,0.3862876254180602,0.5250836120401338,0.08361204013377926,3.0650184452577833,14.193859584735039,0.2303687089484548,19.996522343940185,44.113571344554224,3.9451541533369534,18.272958757384146
118,3,Michael,Carter-Williams,105.97281294439516,0.3796946540128596,110.99110566253435,-5.018292718139179,0.5257137829395979,0.4661214953271028,0.2827102803738318,0.02570093457943925,3.7368656547627834,16.048653225596553,1.97373341988868,19.557368280288845,34.04804333040866,2.9197928813635388,24.55593446918213
220,3,Russell,Westbrook,132.1060766933144,0.39528062527658986,98.5959576046133,33.510119088701074,0.598687622612578,0.4871165644171779,0.4012269938650307,0.0638036809815951,5.9412922819385505,17.388857201790408,0.6326889411058272,16.392299107142858,51.09495687063779,3.8725879472892704,34.635602675047714
243,4,Trey,Burke,123.447933185604,0.33122429171114626,109.82692331146214,13.621009874141874,0.5373498880521066,0.5,0.13626834381551362,0.1320754716981132,1.7122810641419124,8.737991002418315,0.4125347032541293,10.608203677510607,20.189771728256584,1.4059969292715613,25.12074245862732
221,4,D.J.,Augustin,114.71391697510808,0.3523012283920646,107.82025343086802,6.893663544240043,0.5502892030848329,0.4743589743589744,0.2905982905982906,0.19658119658119652,1.1778831031330352,6.555863573712663,0.3052200945907711,18.01689860834989,16.44804653062211,1.324726079400817,14.070089584613855
26,4,Matthew,Dellavedova,135.4105712325229,0.3789777489127613,105.48617378246719,29.924397450055718,0.5809338240600419,0.5371747211895911,0.13754646840148702,0.1970260223048327,2.1557497038101854,7.893057820533628,0.41500483071239097,15.667494383351073,27.954512879091805,1.5265323294138864,15.451690499987585
67,4,Shaun,Livingston,131.7495532599385,0.4861975352514895,107.20730754760679,24.542245712331727,0.5810045135887832,0.5248756218905473,0.16417910447761194,0.0049751243781094535,3.8468601606796846,6.56286431872672,1.0446193202004108,13.278609367455337,21.17589878970533,1.3432064216252282,14.22243878231548
203,4,Darren,Collison,119.2290893651259,0.3932447647980539,109.0477352892842,10.181354075841682,0.5859780128604024,0.5123287671232877,0.2575342465753425,0.1095890410958904,1.5899210362878182,6.798712089212862,0.0,13.97239393682784,22.72933069129952,1.6221424358674326,20.136434671879925
37,4,Kirk,Hinrich,119.70134942118023,0.34304760578315124,104.12272202170332,15.5786273994769,0.5890618244703848,0.5280898876404494,0.1797752808988764,0.20224719101123595,1.0756475769567715,7.977218762067678,0.18313738084008133,17.23543605653223,14.973008107779913,1.4265112907299748,12.377424543130756
180,4,Ronnie,Price,124.32249449533418,0.3285163977325185,103.82756542974741,20.494929065586774,0.5666508162941829,0.5163934426229508,0.1557377049180328,0.26229508196721313,2.3058027424641367,6.548532522794662,0.8781653209814037,15.548069448043533,17.291041146176926,3.759754986205558,13.635333555626378
39,4,Aaron,Brooks,121.93393974622408,0.3416208045202737,105.05582313933428,16.878116606889805,0.5316185346828861,0.492822966507177,0.13875598086124402,0.16267942583732056,2.896715720891692,8.012168341568612,0.7587514171098787,11.56484287765194,23.12469402429373,0.7521995692073833,22.163244653735084
170,4,Holis,Thompson,117.07679851139194,0.2969889795722888,116.73962845753094,0.3371700538610014,0.5586592178770949,0.5298013245033113,0.1423841059602649,0.2317880794701987,2.5697000955639857,12.513606692217493,0.9840319810393836,13.010950883660414,8.393934870230959,0.8342150998065522,17.2771740663248
165,4,George,Hill,130.27184729028423,0.3623272261641918,103.73161316531076,26.540234124973477,0.5888733922206726,0.5443548387096774,0.18548387096774194,0.18548387096774194,2.4442116750360103,10.09940425991486,0.6078144235131391,11.444669425125447,14.42948995586625,2.098891960814844,16.57331112404652
148,4,Langston,Galloway,124.54401626171257,0.38346646597965467,105.73753281035624,18.80648345135633,0.5510726234993112,0.4914089347079038,0.21649484536082475,0.14432989690721648,2.2337202127549562,13.268320775713732,0.7533074031285043,8.864234244538489,14.108844240189875,1.7931697894262957,15.085061546120867
109,4,Goran,Dragic,124.4922008297598,0.3412626261866586,106.99535346973606,17.49684736002372,0.558585270291735,0.5137741046831956,0.1845730027548209,0.09090909090909093,2.6390035310512485,9.629193032620435,0.5232202642274013,17.282077221379193,26.878959178027834,1.7296522634795926,21.371095404449306
82,4,Patrick,Beverly,125.10756116212295,0.3484500064206621,109.34598284961096,15.761578312512,0.5748888548214012,0.5434782608695652,0.1422924901185771,0.233201581027668,2.8371324679386927,8.708703978325003,0.9112997638548374,14.064697609001408,15.881367532891991,2.3906296613255362,16.266167654953694
215,4,Patty,Mills,125.52374156569113,0.3617237620261977,99.46235212528141,26.061389440409712,0.5492270138323839,0.5326460481099656,0.061855670103092786,0.19243986254295534,1.5208015984490295,8.812352384744695,0.2846406891004519,10.212663702991707,18.62429924762789,2.372125788374869,19.295668175723254
141,4,Jose,Calderon,141.44437987516403,0.3834406648480673,106.69782039889108,34.74655947627295,0.6060279096532872,0.5701107011070111,0.11808118081180813,0.1955719557195572,1.568847273230646,10.618185797349199,0.31122552427380423,15.174958343251607,21.23076905336463,1.9050169765929463,11.97849490835736
