,Cluster,first_name,last_name,OffRtg,Floor%,DefRtg,NetRtg,TS%,eFG%,FTARate,3FGARate,OR%,DR%,BLK%,TOV%,AST%,STL%,USG%
1,0,Thabo,Sefolosha,119.26066072371651,0.4396883168057646,99.72033786410452,19.540322859611987,0.6041802743305029,0.5637254901960784,0.2303921568627451,0.09803921568627452,3.5859258367594617,18.07579387966086,1.7076513588687068,13.478126925446706,8.936383763837636,2.9383033540330032,12.977359603295627
219,0,Kevin,Durant,136.1160903433672,0.4290865748391152,101.20488459938645,34.911205743980716,0.6833110665775997,0.5737951807228916,0.3734939759036144,0.12650602409638553,1.3767629018720062,21.91722462656456,2.675662606208835,12.157433077307642,23.008880270242656,1.3498868274559663,29.974814062289944
217,0,Kyle,Anderson,110.32619794081621,0.4354964390650752,96.37276798492188,13.953429955894322,0.5799202609641174,0.5,0.3725490196078432,0.0392156862745098,2.514811718522826,17.93500081091613,2.6149138909091936,15.633882888004553,12.570731657462888,1.7669231285300748,14.985325064066439
216,0,Kawhi,Leonard,128.09078940928777,0.4650339192288244,93.11860650301769,34.97218290627008,0.6516332283203449,0.5711775043936731,0.27240773286467485,0.1265377855887522,5.080899123943809,19.538850750094927,2.299721723228162,7.410636442894508,13.362146692822057,3.233884852723373,26.12958068662152
168,0,Paul,George,106.67270121482716,0.3433443603488404,98.91192394473283,7.760777270094322,0.5996367345923216,0.4892183288409703,0.3787061994609165,0.15363881401617252,2.7928502985053885,20.50683479938359,0.6945121453605451,15.18654961592726,19.729474484742948,2.8419555280370843,31.904495660632076
68,0,Andre,Iguodala,131.44495525611848,0.4586784986962456,103.27643809146744,28.168517164651018,0.6269958719526444,0.5833333333333334,0.1991869918699187,0.16666666666666666,3.9892538848593477,12.536986159876218,1.0366377995048783,16.533566259046665,17.105698827464973,2.3128156834221354,12.515947909433795
239,0,Gordon,Hayward,116.35381217817387,0.3803199049632072,106.83638112827309,9.517431049900793,0.6151206780257485,0.5016,0.4144,0.1296,2.819981956706834,15.01417729011208,0.7793229284147375,13.059438091204292,19.386684665490233,1.8917956826440585,27.42869692817445
16,0,Jae,Crowder,115.72465357480677,0.4120425608884609,99.39424169151104,16.330411883295724,0.6113149973196982,0.526431718061674,0.31057268722466963,0.15418502202643172,3.622171740686,14.11709337068376,1.4168111032731252,10.415943337268246,8.362417514803264,2.9978090275828064,18.52841255592213
20,0,LeBron,James,127.0382707913974,0.4171964619995329,99.87644222976714,27.161828561630273,0.6102387335631304,0.5296551724137931,0.3655172413793104,0.06068965517241379,4.01103976838891,20.017674644353626,1.7860580951151128,13.02190988011575,36.21633400869746,2.265428905576813,33.966432905026736
7,0,Kent,Bazemore,110.90780809396463,0.3827948836653525,101.50525218486642,9.402555909098213,0.6129706072512061,0.5469973890339426,0.22715404699738906,0.16971279373368145,1.0773745634649479,16.66433367340873,1.3609480822288311,13.188262446422687,13.393756796748256,2.374903571128297,20.40157401975861
181,1,PJ,Tucker,117.3132258565218,0.3768371941180182,105.41172204248294,11.901503814038875,0.5395683453237411,0.4846743295019157,0.19923371647509572,0.13409961685823754,6.6010222780257415,16.087501899265106,0.7681667664555263,14.720019226147564,7.839715276571544,2.117794275007661,11.691635032672592
194,1,Maurice,Harkless,114.98872660755111,0.40123559886914495,109.74561768344502,5.243108924106124,0.5510440835266821,0.5051282051282051,0.2769230769230769,0.09743589743589744,6.673008576891262,13.78021714226028,1.6090652351548274,15.130353817504654,7.630435901200914,1.56951717311645,15.449328278228641
167,1,Chase,Budinger,110.36635882498736,0.3656547615397173,103.23499767993094,7.1313611450564185,0.5249580033597312,0.4585987261146497,0.2802547770700637,0.11464968152866242,3.727861677641939,13.675725707446368,0.9733774393022808,11.978438810141744,9.859238154450097,1.728641038957171,15.047867523240015
279,1,Jeremy,Lamb,121.98743794281263,0.37692493724533604,112.4893394875124,9.498098455300195,0.5678397460456461,0.5227272727272727,0.17329545454545456,0.10795454545454546,4.368964832029594,21.192110529050282,1.7512473971388065,8.235636081775024,13.470923852796481,1.5150792040031056,26.48514377523589
199,1,Rudy,Gay,113.2631978473792,0.4126744377902455,104.68546457965172,8.577733267727481,0.5554252395952014,0.4973684210526316,0.21403508771929824,0.06491228070175438,5.565373502763051,16.292006494411748,1.7309318385005976,9.174579134385741,8.388658628859448,1.9232482742848849,23.137635154211182
33,1,Alonzo,Gee,128.86686527627614,0.3924959813631025,119.70382740337769,9.163037872898427,0.6007067137809188,0.5477941176470589,0.18382352941176472,0.08088235294117647,4.4009116174064635,15.163566822928125,0.7742252131279563,16.477272727272727,8.178269170489841,2.019037521949663,11.133194507277636
249,1,Matt,Barnes,110.43482061849146,0.33712054368144106,106.53953386972894,3.895286748762487,0.5370120264968808,0.4798657718120805,0.19798657718120805,0.1610738255033557,4.388382343184852,17.943107633834508,2.740486621929174,12.669829631227088,11.013556931274982,2.3591261268200308,18.6361926432978
188,1,TJ,Warren,131.1473688423743,0.42727736886288015,106.7612709387829,24.386097903591434,0.5670934570017139,0.53125,0.15104166666666666,0.0625,6.246954222986664,10.063451833740801,1.3062018966492124,6.399707441945512,7.05270539672634,1.9417847391375744,20.53075416802951
123,1,Tayshaun,Prince,119.8945545938312,0.4035023808220223,107.9758965579627,11.918658035868509,0.4879083580823079,0.4748201438848921,0.07913669064748201,0.014388489208633094,2.536574752389551,8.392363714851573,0.5819858879903892,9.443465122135482,6.223839532641269,1.2458419665963163,7.968826434141383
